X,Y,Plot,naam,lmf_indeling,bodemgebruik,OMSCHRIJVI,geometry,lmf_english
186942151.9499994,468187705.1104989,Grid2106,Gelderland,hzv,Droog natuurlijk terrein,Zand,POINT (186787.1519499994 467724.7051104989),Higher sandy soils Veluwe
189586758.8499994,468187705.1104989,Grid2107,Gelderland,hzv,Bos,Zand,POINT (189431.7588499994 467724.7051104989),Higher sandy soils Veluwe
192231365.74999937,468187705.1104989,Grid2108,Gelderland,hzv,Bebouwd,Zand,POINT (192076.3657499994 467724.7051104989),Higher sandy soils Veluwe
194875972.6499994,468187705.1104989,Grid2109,Gelderland,hzv,Bebouwd,"Bebouwing, enz",POINT (194720.9726499994 467724.7051104989),Higher sandy soils Veluwe
197520579.5499995,468187705.1104989,Grid2110,Gelderland,hzv,Bebouwd,Zand,POINT (197365.5795499995 467724.7051104989),Higher sandy soils Veluwe
200165186.4499995,468187705.1104989,Grid2111,Gelderland,hzv,Landbouw en overig agrarisch,Zand,POINT (200010.1864499995 467724.7051104989),Higher sandy soils Veluwe
202809793.3499995,468187705.1104989,Grid2112,Gelderland,hzv,Landbouw en overig agrarisch,Zand,POINT (202654.7933499995 467724.7051104989),Higher sandy soils Veluwe
205454400.24999952,468187705.1104989,Grid2113,Gelderland,hzv,Landbouw en overig agrarisch,Zand,POINT (205299.4002499995 467724.7051104989),Higher sandy soils Veluwe
208099007.1499995,468187705.1104989,Grid2114,Gelderland,riv,Landbouw en overig agrarisch,Zand,POINT (207944.0071499995 467724.7051104989),River area 
210743614.0499995,468187705.1104989,Grid2115,Gelderland,hzo,Landbouw en overig agrarisch,Zand,POINT (210588.6140499995 467724.7051104989),Higher sandy soils East
213388220.94999948,468187705.1104989,Grid2116,Gelderland,hzo,Bos,Zand,POINT (213233.2209499995 467724.7051104989),Higher sandy soils East
216032827.84999952,468187705.1104989,Grid2117,Gelderland,hzo,Landbouw en overig agrarisch,Zand,POINT (215877.8278499995 467724.7051104989),Higher sandy soils East
218677434.7499996,468187705.1104989,Grid2118,Gelderland,hzo,Landbouw en overig agrarisch,Zand,POINT (218522.4347499996 467724.7051104989),Higher sandy soils East
221322041.6499996,468187705.1104989,Grid2119,Gelderland,hzo,Landbouw en overig agrarisch,Lichte zavel,POINT (221167.04164999962 467724.7051104989),Higher sandy soils East
223966648.5499996,468187705.1104989,Grid2120,Gelderland,hzo,Landbouw en overig agrarisch,Zand,POINT (223811.6485499996 467724.7051104989),Higher sandy soils East
226611255.4499996,468187705.1104989,Grid2121,Gelderland,hzo,Landbouw en overig agrarisch,Zand,POINT (226456.2554499996 467724.7051104989),Higher sandy soils East
229255862.3499996,468187705.1104989,Grid2122,Overijssel,hzo,Landbouw en overig agrarisch,Moerig op zand,POINT (229100.8623499996 467724.7051104989),Higher sandy soils East
231900469.24999958,468187705.1104989,Grid2123,Overijssel,hzo,Bos,Zand,POINT (231745.46924999962 467724.7051104989),Higher sandy soils East
234545076.1499996,468187705.1104989,Grid2124,Overijssel,hzo,Landbouw en overig agrarisch,Zand,POINT (234390.0761499996 467724.7051104989),Higher sandy soils East
237189683.0499997,468187705.1104989,Grid2125,Overijssel,hzo,Landbouw en overig agrarisch,Zand,POINT (237034.6830499997 467724.7051104989),Higher sandy soils East
239834289.9499997,468187705.1104989,Grid2126,Overijssel,hzo,Landbouw en overig agrarisch,Lichte zavel,POINT (239679.28994999971 467724.7051104989),Higher sandy soils East
242478896.8499997,468187705.1104989,Grid2127,Overijssel,hzo,Landbouw en overig agrarisch,Zand,POINT (242323.8968499997 467724.7051104989),Higher sandy soils East
245123503.74999967,468187705.1104989,Grid2128,Overijssel,hzo,Bos,Lichte zavel,POINT (244968.50374999968 467724.7051104989),Higher sandy soils East
247768110.6499997,468187705.1104989,Grid2129,Overijssel,hzo,Landbouw en overig agrarisch,Zand,POINT (247613.1106499997 467724.7051104989),Higher sandy soils East
250412717.5499997,468187705.1104989,Grid2130,Overijssel,hzo,Landbouw en overig agrarisch,Zand,POINT (250257.7175499997 467724.7051104989),Higher sandy soils East
253057324.4499997,468187705.1104989,Grid2131,Overijssel,hzo,Bos,Zand,POINT (252902.3244499997 467724.7051104989),Higher sandy soils East
255701931.35,468187705.1104989,Grid2132,Overijssel,hzo,Bebouwd,Zand,POINT (255546.93135 467724.7051104989),Higher sandy soils East
258346538.25,468187705.1104989,Grid2133,Overijssel,hzo,Bebouwd,"Bebouwing, enz",POINT (258191.53824999998 467724.7051104989),Higher sandy soils East
260991145.15,468187705.1104989,Grid2134,Overijssel,hzo,Landbouw en overig agrarisch,Zand,POINT (260836.14515 467724.7051104989),Higher sandy soils East
89091696.64999889,471311559.6174989,Grid2135,Zuid-Holland,duo,Bos,"Bebouwing, enz",POINT (88936.69664999889 470848.5596174989),Dunes mainland
91736303.54999891,471311559.6174989,Grid2136,Zuid-Holland,zkz,Landbouw en overig agrarisch,Zware zavel,POINT (91581.3035499989 470848.5596174989),Sea clay South 
94380910.44999887,471311559.6174989,Grid2137,Zuid-Holland,duo,Bebouwd,Zand,POINT (94225.91044999889 470848.5596174989),Dunes mainland
97025517.3499989,471311559.6174989,Grid2138,Zuid-Holland,,Recreatie,"Bebouwing, enz",POINT (96870.5173499989 470848.5596174989),
99670124.24999887,471311559.6174989,Grid2139,Noord-Holland,zkz,Landbouw en overig agrarisch,Lichte klei,POINT (99515.12424999889 470848.5596174989),Sea clay South 
102314731.14999901,471311559.6174989,Grid2140,Noord-Holland,zkz,Landbouw en overig agrarisch,Zware klei,POINT (102159.73114999899 470848.5596174989),Sea clay South 
104959338.049999,471311559.6174989,Grid2141,Zuid-Holland,zkz,Water,"Bebouwing, enz",POINT (104804.338049999 470848.5596174989),Sea clay South 
107603944.949999,471311559.6174989,Grid2142,Zuid-Holland,zkz,Landbouw en overig agrarisch,Zware zavel,POINT (107448.944949999 470848.5596174989),Sea clay South 
110248551.849999,471311559.6174989,Grid2143,Noord-Holland,zkz,Landbouw en overig agrarisch,Zware zavel,POINT (110093.551849999 470848.5596174989),Sea clay South 
112893158.749999,471311559.6174989,Grid2144,Noord-Holland,lvh,Landbouw en overig agrarisch,Veen,POINT (112738.158749999 470848.5596174989),Low peat Holland
115537765.649999,471311559.6174989,Grid2145,Utrecht,lvh,Landbouw en overig agrarisch,Veen,POINT (115382.765649999 470848.5596174989),Low peat Holland
118182372.549999,471311559.6174989,Grid2146,Utrecht,zkz,Landbouw en overig agrarisch,Veen,POINT (118027.37254999901 470848.5596174989),Sea clay South 
120826979.4499991,471311559.6174989,Grid2147,Utrecht,zkz,Landbouw en overig agrarisch,Lichte klei,POINT (120671.9794499991 470848.5596174989),Sea clay South 
123471586.3499991,471311559.6174989,Grid2148,Utrecht,lvh,Landbouw en overig agrarisch,Veen,POINT (123316.5863499991 470848.5596174989),Low peat Holland
126116193.24999909,471311559.6174989,Grid2149,Utrecht,lvh,Water,Water,POINT (125961.1932499991 470848.5596174989),Low peat Holland
128760800.1499991,471311559.6174989,Grid2150,Utrecht,riv,Landbouw en overig agrarisch,Zware zavel,POINT (128605.8001499991 470848.5596174989),River area 
131405407.0499991,471311559.6174989,Grid2151,Noord-Holland,lvh,Water,Water,POINT (131250.4070499991 470848.5596174989),Low peat Holland
134050013.9499991,471311559.6174989,Grid2152,Noord-Holland,lvh,Bos,Veen,POINT (133895.0139499991 470848.5596174989),Low peat Holland
136694620.8499991,471311559.6174989,Grid2153,Noord-Holland,hzv,Landbouw en overig agrarisch,Zand,POINT (136539.6208499991 470848.5596174989),Higher sandy soils Veluwe
139339227.7499992,471311559.6174989,Grid2154,Noord-Holland,hzv,Bebouwd,"Bebouwing, enz",POINT (139184.2277499992 470848.5596174989),Higher sandy soils Veluwe
141983834.6499992,471311559.6174989,Grid2155,Noord-Holland,hzv,Bebouwd,"Bebouwing, enz",POINT (141828.8346499992 470848.5596174989),Higher sandy soils Veluwe
144628441.5499992,471311559.6174989,Grid2156,Utrecht,hzv,Landbouw en overig agrarisch,Zand,POINT (144473.4415499992 470848.5596174989),Higher sandy soils Veluwe
147273048.44999918,471311559.6174989,Grid2157,Utrecht,hzv,Landbouw en overig agrarisch,Lichte zavel,POINT (147118.0484499992 470848.5596174989),Higher sandy soils Veluwe
149917655.3499992,471311559.6174989,Grid2158,Utrecht,zkm,Bebouwd,Zware klei,POINT (149762.6553499992 470848.5596174989),Sea clay middle
152562262.24999923,471311559.6174989,Grid2159,Utrecht,lvh,Landbouw en overig agrarisch,Veen,POINT (152407.2622499992 470848.5596174989),Low peat Holland
155206869.14999923,471311559.6174989,Grid2160,Utrecht,zkm,Landbouw en overig agrarisch,Lichte zavel,POINT (155051.86914999923 470848.5596174989),Sea clay middle
157851476.04999924,471311559.6174989,Grid2161,Gelderland,zkm,Landbouw en overig agrarisch,Lichte zavel,POINT (157696.47604999924 470848.5596174989),Sea clay middle
160496082.94999924,471311559.6174989,Grid2162,Gelderland,hzv,Recreatie,Zand,POINT (160341.08294999925 470848.5596174989),Higher sandy soils Veluwe
163140689.84999928,471311559.6174989,Grid2163,Gelderland,hzv,Recreatie,"Bebouwing, enz",POINT (162985.68984999927 470848.5596174989),Higher sandy soils Veluwe
165785296.7499993,471311559.6174989,Grid2164,Gelderland,hzv,Landbouw en overig agrarisch,Zand,POINT (165630.2967499993 470848.5596174989),Higher sandy soils Veluwe
168429903.6499993,471311559.6174989,Grid2165,Gelderland,hzv,Landbouw en overig agrarisch,Zand,POINT (168274.9036499993 470848.5596174989),Higher sandy soils Veluwe
171074510.5499993,471311559.6174989,Grid2166,Gelderland,hzv,Landbouw en overig agrarisch,Zand,POINT (170919.5105499993 470848.5596174989),Higher sandy soils Veluwe
173719117.4499993,471311559.6174989,Grid2167,Gelderland,hzv,Landbouw en overig agrarisch,Zand,POINT (173564.1174499993 470848.5596174989),Higher sandy soils Veluwe
176363724.3499993,471311559.6174989,Grid2168,Gelderland,hzv,Bos,Zand,POINT (176208.7243499993 470848.5596174989),Higher sandy soils Veluwe
179008331.2499994,471311559.6174989,Grid2169,Gelderland,hzv,Landbouw en overig agrarisch,Zand,POINT (178853.3312499994 470848.5596174989),Higher sandy soils Veluwe
181652938.14999938,471311559.6174989,Grid2170,Gelderland,hzv,Bebouwd,Zand,POINT (181497.9381499994 470848.5596174989),Higher sandy soils Veluwe
184297545.04999942,471311559.6174989,Grid2171,Gelderland,hzv,Bos,Zand,POINT (184142.5450499994 470848.5596174989),Higher sandy soils Veluwe
186942151.9499994,471311559.6174989,Grid2172,Gelderland,hzv,Bos,Zand,POINT (186787.1519499994 470848.5596174989),Higher sandy soils Veluwe
189586758.8499994,471311559.6174989,Grid2173,Gelderland,hzv,Bos,Zand,POINT (189431.7588499994 470848.5596174989),Higher sandy soils Veluwe
192231365.74999937,471311559.6174989,Grid2174,Gelderland,hzv,Bos,Zand,POINT (192076.3657499994 470848.5596174989),Higher sandy soils Veluwe
194875972.6499994,471311559.6174989,Grid2175,Gelderland,hzv,Recreatie,"Bebouwing, enz",POINT (194720.9726499994 470848.5596174989),Higher sandy soils Veluwe
197520579.5499995,471311559.6174989,Grid2176,Gelderland,hzv,Bebouwd,"Bebouwing, enz",POINT (197365.5795499995 470848.5596174989),Higher sandy soils Veluwe
200165186.4499995,471311559.6174989,Grid2177,Gelderland,hzv,Landbouw en overig agrarisch,Zand,POINT (200010.1864499995 470848.5596174989),Higher sandy soils Veluwe
202809793.3499995,471311559.6174989,Grid2178,Gelderland,hzv,Bebouwd,Lichte zavel,POINT (202654.7933499995 470848.5596174989),Higher sandy soils Veluwe
205454400.24999952,471311559.6174989,Grid2179,Gelderland,riv,Landbouw en overig agrarisch,Zware zavel,POINT (205299.4002499995 470848.5596174989),River area 
208099007.1499995,471311559.6174989,Grid2180,Gelderland,riv,Landbouw en overig agrarisch,Lichte zavel,POINT (207944.0071499995 470848.5596174989),River area 
210743614.0499995,471311559.6174989,Grid2181,Gelderland,hzo,Bebouwd,Zand,POINT (210588.6140499995 470848.5596174989),Higher sandy soils East
213388220.94999948,471311559.6174989,Grid2182,Gelderland,hzo,Landbouw en overig agrarisch,Zand,POINT (213233.2209499995 470848.5596174989),Higher sandy soils East
216032827.84999952,471311559.6174989,Grid2183,Gelderland,hzo,Landbouw en overig agrarisch,Zand,POINT (215877.8278499995 470848.5596174989),Higher sandy soils East
218677434.7499996,471311559.6174989,Grid2184,Gelderland,hzo,Landbouw en overig agrarisch,Zand,POINT (218522.4347499996 470848.5596174989),Higher sandy soils East
221322041.6499996,471311559.6174989,Grid2185,Gelderland,hzo,Landbouw en overig agrarisch,Zand,POINT (221167.04164999962 470848.5596174989),Higher sandy soils East
223966648.5499996,471311559.6174989,Grid2186,Gelderland,hzo,Landbouw en overig agrarisch,Zand,POINT (223811.6485499996 470848.5596174989),Higher sandy soils East
226611255.4499996,471311559.6174989,Grid2187,Overijssel,hzo,Landbouw en overig agrarisch,Zand,POINT (226456.2554499996 470848.5596174989),Higher sandy soils East
229255862.3499996,471311559.6174989,Grid2188,Overijssel,hzo,Landbouw en overig agrarisch,Zand,POINT (229100.8623499996 470848.5596174989),Higher sandy soils East
231900469.24999958,471311559.6174989,Grid2189,Overijssel,hzo,Landbouw en overig agrarisch,Zand,POINT (231745.46924999962 470848.5596174989),Higher sandy soils East
234545076.1499996,471311559.6174989,Grid2190,Overijssel,hzo,Landbouw en overig agrarisch,Moerig op zand,POINT (234390.0761499996 470848.5596174989),Higher sandy soils East
237189683.0499997,471311559.6174989,Grid2191,Overijssel,hzo,Bos,Lichte zavel,POINT (237034.6830499997 470848.5596174989),Higher sandy soils East
239834289.9499997,471311559.6174989,Grid2192,Overijssel,hzo,Landbouw en overig agrarisch,Lichte zavel,POINT (239679.28994999971 470848.5596174989),Higher sandy soils East
242478896.8499997,471311559.6174989,Grid2193,Overijssel,hzo,Landbouw en overig agrarisch,Zand,POINT (242323.8968499997 470848.5596174989),Higher sandy soils East
245123503.74999967,471311559.6174989,Grid2194,Overijssel,hzo,Landbouw en overig agrarisch,Lichte zavel,POINT (244968.50374999968 470848.5596174989),Higher sandy soils East
247768110.6499997,471311559.6174989,Grid2195,Overijssel,hzo,Landbouw en overig agrarisch,Zand,POINT (247613.1106499997 470848.5596174989),Higher sandy soils East
250412717.5499997,471311559.6174989,Grid2196,Overijssel,hzo,Landbouw en overig agrarisch,Zand,POINT (250257.7175499997 470848.5596174989),Higher sandy soils East
253057324.4499997,471311559.6174989,Grid2197,Overijssel,hzo,Landbouw en overig agrarisch,Zand,POINT (252902.3244499997 470848.5596174989),Higher sandy soils East
255701931.35,471311559.6174989,Grid2198,Overijssel,hzo,Hoofdweg,"Bebouwing, enz",POINT (255546.93135 470848.5596174989),Higher sandy soils East
258346538.25,471311559.6174989,Grid2199,Overijssel,hzo,Bebouwd,"Bebouwing, enz",POINT (258191.53824999998 470848.5596174989),Higher sandy soils East
260991145.15,471311559.6174989,Grid2200,Overijssel,hzo,Landbouw en overig agrarisch,Zand,POINT (260836.14515 470848.5596174989),Higher sandy soils East
263635752.05,471311559.6174989,Grid2201,Overijssel,hzo,Bebouwd,"Bebouwing, enz",POINT (263480.75205 470848.5596174989),Higher sandy soils East
91736303.54999891,474435414.1244989,Grid2202,Zuid-Holland,duo,Landbouw en overig agrarisch,Zand,POINT (91581.3035499989 473972.4141244989),Dunes mainland
94380910.44999887,474435414.1244989,Grid2203,Zuid-Holland,duo,Landbouw en overig agrarisch,Zand,POINT (94225.91044999889 473972.4141244989),Dunes mainland
97025517.3499989,474435414.1244989,Grid2204,Zuid-Holland,duo,Landbouw en overig agrarisch,Zand,POINT (96870.5173499989 473972.4141244989),Dunes mainland
99670124.24999887,474435414.1244989,Grid2205,Noord-Holland,zkz,Landbouw en overig agrarisch,Zware klei,POINT (99515.12424999889 473972.4141244989),Sea clay South 
102314731.14999901,474435414.1244989,Grid2206,Noord-Holland,zkz,Landbouw en overig agrarisch,Zware zavel,POINT (102159.73114999899 473972.4141244989),Sea clay South 
104959338.049999,474435414.1244989,Grid2207,Noord-Holland,zkz,Bebouwd,Lichte klei,POINT (104804.338049999 473972.4141244989),Sea clay South 
107603944.949999,474435414.1244989,Grid2208,Noord-Holland,zkz,Landbouw en overig agrarisch,Lichte klei,POINT (107448.944949999 473972.4141244989),Sea clay South 
110248551.849999,474435414.1244989,Grid2209,Noord-Holland,lvh,Recreatie,Water,POINT (110093.551849999 473972.4141244989),Low peat Holland
112893158.749999,474435414.1244989,Grid2210,Noord-Holland,,Bebouwd,"Bebouwing, enz",POINT (112738.158749999 473972.4141244989),
115537765.649999,474435414.1244989,Grid2211,Noord-Holland,zkz,Recreatie,Zware zavel,POINT (115382.765649999 473972.4141244989),Sea clay South 
118182372.549999,474435414.1244989,Grid2212,Noord-Holland,zkz,Landbouw en overig agrarisch,Veen,POINT (118027.37254999901 473972.4141244989),Sea clay South 
120826979.4499991,474435414.1244989,Grid2213,Utrecht,lvh,Landbouw en overig agrarisch,Veen,POINT (120671.9794499991 473972.4141244989),Low peat Holland
123471586.3499991,474435414.1244989,Grid2214,Utrecht,lvh,Water,Water,POINT (123316.5863499991 473972.4141244989),Low peat Holland
126116193.24999909,474435414.1244989,Grid2215,Utrecht,lvh,Recreatie,Veen,POINT (125961.1932499991 473972.4141244989),Low peat Holland
128760800.1499991,474435414.1244989,Grid2216,Utrecht,,Landbouw en overig agrarisch,Veen,POINT (128605.8001499991 473972.4141244989),
131405407.0499991,474435414.1244989,Grid2217,Utrecht,riv,Landbouw en overig agrarisch,Zware zavel,POINT (131250.4070499991 473972.4141244989),River area 
134050013.9499991,474435414.1244989,Grid2218,Noord-Holland,,Bebouwd,Lichte zavel,POINT (133895.0139499991 473972.4141244989),
136694620.8499991,474435414.1244989,Grid2219,Noord-Holland,lvh,Landbouw en overig agrarisch,Zand,POINT (136539.6208499991 473972.4141244989),Low peat Holland
139339227.7499992,474435414.1244989,Grid2220,Noord-Holland,hzv,Bos,Zand,POINT (139184.2277499992 473972.4141244989),Higher sandy soils Veluwe
141983834.6499992,474435414.1244989,Grid2221,Noord-Holland,hzv,Droog natuurlijk terrein,Zand,POINT (141828.8346499992 473972.4141244989),Higher sandy soils Veluwe
144628441.5499992,474435414.1244989,Grid2222,Noord-Holland,hzv,Bebouwd,"Bebouwing, enz",POINT (144473.4415499992 473972.4141244989),Higher sandy soils Veluwe
147273048.44999918,474435414.1244989,Grid2223,Utrecht,lvh,Landbouw en overig agrarisch,Veen,POINT (147118.0484499992 473972.4141244989),Low peat Holland
149917655.3499992,474435414.1244989,Grid2224,Utrecht,zkm,Landbouw en overig agrarisch,Lichte klei,POINT (149762.6553499992 473972.4141244989),Sea clay middle
152562262.24999923,474435414.1244989,Grid2225,Utrecht,lvh,Landbouw en overig agrarisch,Veen,POINT (152407.2622499992 473972.4141244989),Low peat Holland
155206869.14999923,474435414.1244989,Grid2226,Utrecht,afz,Nat natuurlijk terrein,Water,POINT (155051.86914999923 473972.4141244989),Closed estuaries
160496082.94999924,474435414.1244989,Grid2227,Gelderland,zkm,Water,Zware klei,POINT (160341.08294999925 473972.4141244989),Sea clay middle
163140689.84999928,474435414.1244989,Grid2228,Gelderland,zkm,Landbouw en overig agrarisch,Lichte klei,POINT (162985.68984999927 473972.4141244989),Sea clay middle
165785296.7499993,474435414.1244989,Grid2229,Gelderland,hzv,Landbouw en overig agrarisch,Zand,POINT (165630.2967499993 473972.4141244989),Higher sandy soils Veluwe
168429903.6499993,474435414.1244989,Grid2230,Gelderland,hzv,Landbouw en overig agrarisch,Zand,POINT (168274.9036499993 473972.4141244989),Higher sandy soils Veluwe
171074510.5499993,474435414.1244989,Grid2231,Gelderland,hzv,Bos,Zand,POINT (170919.5105499993 473972.4141244989),Higher sandy soils Veluwe
173719117.4499993,474435414.1244989,Grid2232,Gelderland,hzv,Bos,Zand,POINT (173564.1174499993 473972.4141244989),Higher sandy soils Veluwe
176363724.3499993,474435414.1244989,Grid2233,Gelderland,hzv,Bos,Zand,POINT (176208.7243499993 473972.4141244989),Higher sandy soils Veluwe
179008331.2499994,474435414.1244989,Grid2234,Gelderland,hzv,Droog natuurlijk terrein,Zand,POINT (178853.3312499994 473972.4141244989),Higher sandy soils Veluwe
181652938.14999938,474435414.1244989,Grid2235,Gelderland,hzv,Landbouw en overig agrarisch,Zand,POINT (181497.9381499994 473972.4141244989),Higher sandy soils Veluwe
184297545.04999942,474435414.1244989,Grid2236,Gelderland,hzv,Droog natuurlijk terrein,Zand,POINT (184142.5450499994 473972.4141244989),Higher sandy soils Veluwe
186942151.9499994,474435414.1244989,Grid2237,Gelderland,hzv,Bos,Zand,POINT (186787.1519499994 473972.4141244989),Higher sandy soils Veluwe
189586758.8499994,474435414.1244989,Grid2238,Gelderland,hzv,Bos,Zand,POINT (189431.7588499994 473972.4141244989),Higher sandy soils Veluwe
192231365.74999937,474435414.1244989,Grid2239,Gelderland,hzv,Landbouw en overig agrarisch,Zand,POINT (192076.3657499994 473972.4141244989),Higher sandy soils Veluwe
194875972.6499994,474435414.1244989,Grid2240,Gelderland,hzv,Landbouw en overig agrarisch,Zand,POINT (194720.9726499994 473972.4141244989),Higher sandy soils Veluwe
197520579.5499995,474435414.1244989,Grid2241,Gelderland,hzv,Hoofdweg,Lichte zavel,POINT (197365.5795499995 473972.4141244989),Higher sandy soils Veluwe
200165186.4499995,474435414.1244989,Grid2242,Gelderland,hzv,Landbouw en overig agrarisch,Zand,POINT (200010.1864499995 473972.4141244989),Higher sandy soils Veluwe
202809793.3499995,474435414.1244989,Grid2243,Gelderland,,Landbouw en overig agrarisch,Zand,POINT (202654.7933499995 473972.4141244989),
205454400.24999952,474435414.1244989,Grid2244,Gelderland,riv,Landbouw en overig agrarisch,"Bebouwing, enz",POINT (205299.4002499995 473972.4141244989),River area 
208099007.1499995,474435414.1244989,Grid2245,Overijssel,,Bebouwd,"Bebouwing, enz",POINT (207944.0071499995 473972.4141244989),
210743614.0499995,474435414.1244989,Grid2246,Overijssel,hzo,Bebouwd,Zand,POINT (210588.6140499995 473972.4141244989),Higher sandy soils East
213388220.94999948,474435414.1244989,Grid2247,Overijssel,hzo,Landbouw en overig agrarisch,Zand,POINT (213233.2209499995 473972.4141244989),Higher sandy soils East
216032827.84999952,474435414.1244989,Grid2248,Overijssel,hzo,Bebouwd,"Bebouwing, enz",POINT (215877.8278499995 473972.4141244989),Higher sandy soils East
218677434.7499996,474435414.1244989,Grid2249,Overijssel,hzo,Landbouw en overig agrarisch,Zand,POINT (218522.4347499996 473972.4141244989),Higher sandy soils East
221322041.6499996,474435414.1244989,Grid2250,Overijssel,hzo,Landbouw en overig agrarisch,Zand,POINT (221167.04164999962 473972.4141244989),Higher sandy soils East
223966648.5499996,474435414.1244989,Grid2251,Overijssel,hzo,Bos,Lichte zavel,POINT (223811.6485499996 473972.4141244989),Higher sandy soils East
226611255.4499996,474435414.1244989,Grid2252,Overijssel,hzo,Landbouw en overig agrarisch,Moerig op zand,POINT (226456.2554499996 473972.4141244989),Higher sandy soils East
229255862.3499996,474435414.1244989,Grid2253,Overijssel,hzo,Hoofdweg,Zand,POINT (229100.8623499996 473972.4141244989),Higher sandy soils East
231900469.24999958,474435414.1244989,Grid2254,Overijssel,hzo,Landbouw en overig agrarisch,Zand,POINT (231745.46924999962 473972.4141244989),Higher sandy soils East
234545076.1499996,474435414.1244989,Grid2255,Overijssel,hzo,Landbouw en overig agrarisch,Zand,POINT (234390.0761499996 473972.4141244989),Higher sandy soils East
237189683.0499997,474435414.1244989,Grid2256,Overijssel,hzo,Bebouwd,Lichte zavel,POINT (237034.6830499997 473972.4141244989),Higher sandy soils East
239834289.9499997,474435414.1244989,Grid2257,Overijssel,hzo,Landbouw en overig agrarisch,Zand,POINT (239679.28994999971 473972.4141244989),Higher sandy soils East
242478896.8499997,474435414.1244989,Grid2258,Overijssel,hzo,Landbouw en overig agrarisch,Zware zavel,POINT (242323.8968499997 473972.4141244989),Higher sandy soils East
245123503.74999967,474435414.1244989,Grid2259,Overijssel,hzo,Landbouw en overig agrarisch,Zand,POINT (244968.50374999968 473972.4141244989),Higher sandy soils East
247768110.6499997,474435414.1244989,Grid2260,Overijssel,hzo,Bos,Lichte zavel,POINT (247613.1106499997 473972.4141244989),Higher sandy soils East
250412717.5499997,474435414.1244989,Grid2261,Overijssel,hzo,Bebouwd,Zand,POINT (250257.7175499997 473972.4141244989),Higher sandy soils East
253057324.4499997,474435414.1244989,Grid2262,Overijssel,hzo,Water,"Bebouwing, enz",POINT (252902.3244499997 473972.4141244989),Higher sandy soils East
255701931.35,474435414.1244989,Grid2263,Overijssel,hzo,Bos,Zand,POINT (255546.93135 473972.4141244989),Higher sandy soils East
258346538.25,474435414.1244989,Grid2264,Overijssel,hzo,Landbouw en overig agrarisch,Zand,POINT (258191.53824999998 473972.4141244989),Higher sandy soils East
260991145.15,474435414.1244989,Grid2265,Overijssel,hzo,Bos,Zand,POINT (260836.14515 473972.4141244989),Higher sandy soils East
263635752.05,474435414.1244989,Grid2266,Overijssel,hzo,Landbouw en overig agrarisch,Zand,POINT (263480.75205 473972.4141244989),Higher sandy soils East
266280358.95000002,474435414.1244989,Grid2267,Overijssel,hzo,Landbouw en overig agrarisch,Zand,POINT (266125.35895 473972.4141244989),Higher sandy soils East
268924965.85,474435414.1244989,Grid2268,Overijssel,hzo,Landbouw en overig agrarisch,Zand,POINT (268769.96585000004 473972.4141244989),Higher sandy soils East
91736303.54999891,477559268.63149893,Grid2269,Zuid-Holland,duo,Droog natuurlijk terrein,Zand,POINT (91581.3035499989 477096.2686314989),Dunes mainland
94380910.44999887,477559268.63149893,Grid2270,Zuid-Holland,duo,Bos,"Bebouwing, enz",POINT (94225.91044999889 477096.2686314989),Dunes mainland
97025517.3499989,477559268.63149893,Grid2271,Zuid-Holland,duo,Landbouw en overig agrarisch,Zand,POINT (96870.5173499989 477096.2686314989),Dunes mainland
99670124.24999887,477559268.63149893,Grid2272,Zuid-Holland,duo,Landbouw en overig agrarisch,Zand,POINT (99515.12424999889 477096.2686314989),Dunes mainland
102314731.14999901,477559268.63149893,Grid2273,Noord-Holland,zkz,Landbouw en overig agrarisch,Lichte klei,POINT (102159.73114999899 477096.2686314989),Sea clay South 
104959338.049999,477559268.63149893,Grid2274,Noord-Holland,zkz,Landbouw en overig agrarisch,Lichte klei,POINT (104804.338049999 477096.2686314989),Sea clay South 
107603944.949999,477559268.63149893,Grid2275,Noord-Holland,zkz,Landbouw en overig agrarisch,Zware klei,POINT (107448.944949999 477096.2686314989),Sea clay South 
110248551.849999,477559268.63149893,Grid2276,Noord-Holland,zkz,Landbouw en overig agrarisch,Lichte klei,POINT (110093.551849999 477096.2686314989),Sea clay South 
112893158.749999,477559268.63149893,Grid2277,Noord-Holland,zkz,Bebouwd,Lichte klei,POINT (112738.158749999 477096.2686314989),Sea clay South 
115537765.649999,477559268.63149893,Grid2278,Noord-Holland,zkz,Bebouwd,Zware zavel,POINT (115382.765649999 477096.2686314989),Sea clay South 
118182372.549999,477559268.63149893,Grid2279,Noord-Holland,zkz,Bebouwd,Zware klei,POINT (118027.37254999901 477096.2686314989),Sea clay South 
120826979.4499991,477559268.63149893,Grid2280,Noord-Holland,lvh,Landbouw en overig agrarisch,Veen,POINT (120671.9794499991 477096.2686314989),Low peat Holland
123471586.3499991,477559268.63149893,Grid2281,Noord-Holland,lvh,Water,Water,POINT (123316.5863499991 477096.2686314989),Low peat Holland
126116193.24999909,477559268.63149893,Grid2282,Noord-Holland,lvh,Recreatie,Veen,POINT (125961.1932499991 477096.2686314989),Low peat Holland
128760800.1499991,477559268.63149893,Grid2283,Utrecht,zkz,Landbouw en overig agrarisch,Zware klei,POINT (128605.8001499991 477096.2686314989),Sea clay South 
